,Comment,Rating,r
548,"I got it delivered in just one day that was awesome service by flipkart. Now talking about the device-1)Rear camera is good in daylight, in low light I found a little noisy and grainy but far better than Mi A1 for low light. 2)Front camera is brilliant specially in portrait mode. 3)Battery backup is also very good In normal usage it dropped to just 70 from morning 6 to evening 6.(no gaming or movie watching). With moderate usage battery lasts comfortably till end of day so missing of fa...",5,1
549,Pros-1. Good Camera.2. Premium look and feel.3. Good multitasking performance.4. EMUI 5.1 looks really good.Cons-1. Battery life could have been better.2. No fast charging3. No Gorilla glass.4. In box ear phones of very poor quality.Overall 9/10 (According to price)Great value for money with premium built quality and great camera experience.,5,1
550,The Mobile was very good and looks premium.I heard some negative review about the sound quality of the mobile..its was very good and audible.The camera was fantastic and clear.Call quality is very goodUI is excellent and very responsiveFinger print is ultra fast.Honor smart assistance working flawlessly.Metal finish at the back makes to feel premium when you holding it.Battery was very good... 12 hrs of heavy usage battery drops from 81% to 17% and battery optimization is awesome.Qui...,5,1
551,#Now my phone is updated in face unlock.. Too good honor again thank you##.. After 15 day use I have written my review. 1st thing.. Phone is looking good. With nice camera front and back. Display is vivid and look very pretty. And I talk about battery. Battery is nice give a 1day full back up. Sound is very clear and loud. totally good phone in this price range. I find many more phone in this price range . But  no one look better than honor 9i. I recommend to people who want buy a good phone....,5,1
552,Honor 9i product with quality wise & in this features this phone is very good. Camera front & rear is very good. Battery backup Full day very good. Normal speacker sound & headphone sound good. Touch finger print & face lock just a second open. I received oreo update 8.1. Thank you.,5,1
553,"this mobile is bit overpriced.normal mode of camera is just awesome ,best in this price range. portrait mode of rear camera suffers some time but front portrait mode will never disappoint you . its look is just classy . i have been using for 6 months but till now it works smoothly no hang till now. overall its a good phone. if camera is your priority then u must buy this phone.camera4/5look    5/5value for money 3.5/5performance  5/5audio quality  5/5battery  3/5",4,1
554,"Beautiful & Decent Phone:Writing this review after 10 days of usage.Display:Its one of the best u can get in this price range, 18:9 aspect ratio with Full HD+ display. It is simply awesome & build quality is also good.No issue with display & build quality till now. Color reproduction is also good.RAM:With 4 GB RAM & 64GB ROM, its does a decent job. Can observe little lag during switching b/w apps, but its negligible & can cope up with that.But no major issues with RAM management til...",4,1
555,First of all I should thanks to flipkart for this amazingly quick delivery (within 12 hrs.).Now coming to the phone itself.. The HONOR 9i !! Being an honor phone user from last 3 years I am happy to say that this time also honor doesn't upset me with it's quad camera beauty !! 1. Both the cameras are shooting beautiful images with very good sharpness levels and punchy colors . the bokeh mode of the front camera is simply unbeatable at this price point. Low light shoots are also pretty goo...,4,1
556,Honor 9i is the best flag ship mobile considered under 20kPros: 1.) Excellent 18:9 Full Screen Display is awesome2.) Dual rear and front cameras capture with amazing clarity3.) 4 GB RAM 64 GB Internal Memory is perfect4.) 2.34 GHZ 659 Huawei Processor is the best for medium to heavy usage5.) Build quality is very strong metal God6.) Sleek and Slim Design7.) Performance is very fast compared to Samsung8.) Battery back up is also very good lasts a day around9.) Luxury look with amazi...,5,1
557,"So i read all the reviews here, mostly were positive and some were negative, but i thought i'll give this phone a try!So here's my Honest opinion about the phone.Will make this review simple. Not gonna go into specs, you all already know enough about that.1. First this is the display! It a HD+ display and looks stunning!! Seriously.. each and everyone who saw the phone actually complimented about the display! One thing though, I think the display should have been more bright at the full...",5,1
558,"A good gift for my wifeTOP 1: Leica Certified Lens Leica, known for fine German craftsmanship and reliable quality, has been held as a legendary brand in the world of photography. Fans of the brand praise these lenses for blowing life into photos. When describing excellent lenses we use phrase like “high permeability” or sentence like “capture the sense of airiness in the picture.” High permeability here is easily understood while “airiness” takes time to come across. Airiness refers to un...",5,1
559,"Ordered it from Flipkart on the day it was launched. Have to say, the screen is awesome (even though its 'only' 1080p). Did some indoor shooting. Camera is comparable to S7edge - both have their pros and cons. Selfie camera is awesome though - nice balance between making the selfie look unnatural and hiding very obvious blemishes of skins. UI is good and easy to use. No issues encountered till now. Battery easily lasts a day even on heavy usage (no gaming though).",4,1
560,"I don't know why people always go crazy after run after selected few brands and don't consider buying phones like this.I bought this after researching for a week on youtube. In the almost 3 month usage of mine,here is what i want to share about this amazing device. pro'sCamera Camera Camera... even the selfie cam outperforms. people often asked me whether i photoshopped my pics,In reality the pics are right out of the camera. the options,filters and dslr like setting will make you a pro i...",5,1
